age_flooring,age_ceiling,height_flooring,height_ceiling,criterias_education,criterias_marriage,prediction
33,37,170,260,1,3,24
55,59,170,180,1,0,21
24,29,160,190,0,0,7
23,26,172,175,0,0,7
25,30,172,180,1,3,20
24,29,160,190,0,0,7
21,25,164,178,0,3,13
55,70,165,180,0,0,3
26,42,172,190,2,3,27
28,40,172,181,2,0,10
36,45,165,190,1,1,18
21,28,161,190,0,0,7
24,38,130,260,0,0,2
28,38,170,180,0,0,22
24,41,130,260,0,0,2
21,26,160,190,0,0,7
36,40,168,178,1,3,8
21,26,160,190,0,0,7
29,42,170,182,0,1,25
32,40,173,180,1,1,25
33,43,170,190,0,0,22
20,25,160,190,0,0,7
56,62,170,175,2,0,15
27,35,170,178,1,3,20
18,83,130,260,2,0,11
24,42,130,260,0,0,2
21,27,160,178,0,3,13
28,35,175,180,1,3,20
40,50,167,175,0,0,0
50,67,168,175,0,0,3
21,26,160,190,0,0,7
60,68,165,180,0,0,3
21,26,160,190,0,0,7
50,60,170,180,1,0,21
24,36,168,180,2,3,5
38,48,175,190,1,0,18
20,27,165,180,2,3,5
32,38,170,175,1,3,8
34,48,170,260,2,1,12
24,41,130,260,0,0,2
23,29,165,175,0,3,13
38,54,170,185,0,0,0
56,83,175,185,2,0,15
22,29,175,183,0,3,13
24,31,170,190,1,3,20
24,40,130,260,0,0,2
36,46,168,176,1,1,18
20,35,175,260,0,0,12
23,42,155,190,0,0,6
48,52,170,180,0,0,0
30,38,160,170,1,3,8
59,62,171,185,0,0,3
60,70,170,190,2,0,15
33,45,170,190,2,0,10
50,55,170,178,1,1,21
30,48,175,260,2,1,12
21,26,160,190,0,0,7
24,40,130,260,0,0,2
24,29,160,190,0,0,7
24,42,130,260,0,0,2
24,42,130,260,0,0,2
23,28,160,190,0,0,7
31,83,130,260,2,0,11
35,41,172,260,1,1,12
48,63,170,197,1,0,21
23,28,160,190,0,0,7
24,42,130,260,0,0,2
24,39,130,260,0,0,2
34,45,175,190,2,1,10
21,26,160,190,0,0,7
23,42,155,190,0,0,6
23,28,160,190,0,0,7
55,72,170,180,0,0,3
29,35,170,185,2,3,5
35,48,168,185,1,3,8
27,35,173,183,0,0,22
38,45,170,178,1,0,18
37,45,162,174,1,3,8
35,45,172,185,1,1,25
23,30,160,190,0,3,13
27,32,172,182,2,3,5
24,30,172,178,0,3,13
30,32,170,175,1,3,20
60,66,170,178,1,0,14
30,45,165,178,2,1,10
28,33,175,185,1,3,20
40,54,173,180,1,0,18
47,55,168,175,2,0,1
24,28,170,182,1,3,20
24,41,130,260,0,0,2
42,55,168,176,2,0,1
24,29,160,190,0,0,7
55,58,170,180,1,0,21
20,25,160,190,0,0,7
30,40,172,183,2,0,10
24,34,178,190,2,3,5
24,41,130,260,0,0,2
37,50,160,190,0,0,0
40,46,168,260,1,0,12
50,63,170,180,1,0,21
62,83,165,200,0,0,14
30,40,170,190,0,0,22
20,25,160,190,0,0,7
35,45,172,180,1,1,25
24,29,160,190,0,0,7
37,45,172,183,0,0,22
24,38,130,260,0,0,2
30,35,170,175,2,3,5
24,29,160,190,0,0,7
60,69,168,185,1,0,14
46,58,160,175,2,0,1
45,52,175,185,1,0,18
31,38,174,185,2,0,10
49,56,175,185,1,0,21
18,35,172,185,1,3,20
37,48,174,190,2,0,10
30,40,170,185,1,0,18
23,42,155,190,0,0,6
40,55,175,185,2,0,1
40,56,168,185,1,0,18
38,48,170,185,2,0,10
40,50,170,175,1,3,8
32,38,172,183,1,3,8
24,33,176,186,2,3,5
23,32,170,190,0,3,13
40,52,160,190,0,0,0
48,55,170,185,2,1,1
39,47,170,183,1,0,18
35,45,173,185,2,0,10
20,25,160,190,0,0,7
29,35,175,180,1,0,22
30,45,169,188,0,3,23
32,43,178,185,0,3,23
26,31,170,178,1,3,20
58,65,170,180,0,0,3
49,57,172,182,0,0,0
27,83,185,260,0,0,17
60,72,170,180,0,2,3
33,45,170,180,2,0,10
33,38,168,180,0,3,23
38,48,165,178,4,3,4
24,39,130,260,0,0,2
24,56,130,260,0,0,2
67,74,168,175,0,0,14
18,83,130,260,0,0,11
30,50,167,190,0,0,22
38,50,167,183,0,0,0
21,61,130,260,0,0,2
23,26,173,183,2,3,5
21,26,160,190,0,0,7
21,26,160,190,0,0,7
21,26,160,190,0,0,7
32,40,178,190,1,3,8
45,60,170,185,2,0,1
37,50,130,260,1,0,2
21,26,160,190,0,0,7
42,50,160,180,0,0,0
40,49,168,260,2,1,12
52,55,172,190,0,0,0
21,28,178,200,2,3,5
24,35,170,190,0,0,7
50,60,175,182,1,0,21
21,26,160,190,0,0,7
21,26,160,190,0,0,7
24,39,130,260,0,0,2
56,60,174,180,1,0,21
62,78,163,180,0,0,14
35,42,170,190,0,0,22
45,60,170,180,1,0,21
58,70,130,260,0,1,28
24,40,130,260,0,0,2
46,50,170,185,0,0,0
46,65,130,260,0,0,28
40,52,160,190,1,0,18
28,30,170,185,0,3,13
18,83,130,260,0,0,11
65,73,170,176,1,0,14
42,61,175,190,2,0,1
50,65,170,180,0,1,3
24,29,170,176,0,3,13
30,40,178,190,2,1,10
70,80,176,185,0,0,14
26,29,175,180,2,3,5
29,31,178,200,4,3,4
60,64,165,170,0,0,3
40,48,170,186,1,0,18
29,34,175,183,1,3,20
55,69,168,176,0,0,3
24,38,130,260,0,0,2
41,52,168,188,1,0,18
45,50,175,187,2,1,1
44,60,130,260,0,0,28
30,45,170,260,0,0,12
33,46,175,190,2,0,10
23,38,170,190,0,3,13
21,28,177,185,2,3,5
47,60,170,195,0,0,0
67,72,170,180,1,1,14
24,31,170,180,2,3,5
22,27,160,190,0,0,7
24,40,130,260,0,0,2
40,58,170,190,0,2,23
24,38,130,260,0,0,2
18,25,170,185,0,3,13
48,60,176,195,1,0,21
20,25,160,190,0,0,7
24,42,130,260,0,0,2
33,43,168,181,0,0,22
48,58,160,190,0,0,0
29,45,173,180,2,0,10
45,53,130,260,1,0,28
48,55,174,182,1,0,21
40,83,175,260,0,3,19
38,45,130,260,0,1,2
54,64,175,180,0,0,3
27,32,160,175,1,0,7
30,35,175,183,0,3,13
27,33,170,180,0,3,13
35,45,175,190,2,0,10
45,70,165,185,0,0,3
57,68,170,180,2,0,15
35,46,166,194,1,0,18
65,75,169,180,1,0,14
18,83,130,260,0,0,11
36,50,173,185,0,1,25
55,64,170,260,1,0,17
66,78,164,178,1,0,14
30,40,175,260,2,3,24
40,48,174,190,2,2,27
40,55,173,190,0,0,0
43,48,168,190,0,0,0
40,50,170,185,0,0,0
26,30,178,185,2,3,5
38,49,175,180,2,0,10
22,25,170,183,2,3,5
30,45,174,184,2,0,10
31,40,170,180,0,0,22
32,37,178,185,1,3,8
18,83,130,260,1,0,11
24,41,130,260,0,0,2
28,38,170,185,0,0,22
54,59,170,180,0,1,3
63,68,170,190,2,0,15
23,28,160,190,0,0,7
48,56,170,190,0,0,0
20,25,160,190,0,0,7
18,44,151,189,0,0,6
25,30,172,185,1,3,20
30,50,170,180,0,0,22
40,48,170,180,2,0,1
32,43,168,190,0,3,23
50,58,170,190,2,0,1
29,38,170,185,1,1,25
29,35,170,180,1,3,20
35,49,170,180,2,0,10
24,40,130,260,0,0,2
36,40,175,180,4,1,16
24,41,130,260,0,0,2
46,55,165,190,1,0,21
24,38,130,260,0,0,2
34,41,169,178,0,3,23
63,68,170,180,0,0,3
24,39,130,260,0,0,2
29,43,175,180,2,1,10
55,75,172,190,2,0,15
57,65,170,182,1,0,21
35,42,172,260,2,0,12
30,40,175,185,0,3,23
23,42,155,190,0,0,6
56,68,165,180,1,0,21
34,40,166,180,2,3,27
18,38,150,185,0,0,6
26,33,172,180,1,3,20
47,53,170,180,2,0,1
20,25,160,190,0,0,7
33,41,177,178,0,0,22
25,28,178,190,2,3,5
24,38,130,260,0,0,2
44,54,160,260,0,0,12
35,55,170,185,2,0,1
38,50,160,190,1,3,8
63,83,130,260,0,0,28
23,30,167,180,1,0,7
48,55,175,176,1,0,21
40,46,170,180,1,0,18
23,28,160,190,0,0,7
22,27,160,190,0,0,7
35,42,173,188,2,3,27
32,40,175,190,2,0,10
26,32,175,185,0,0,22
18,83,130,260,0,0,11
45,55,170,182,0,0,0
21,26,160,190,0,0,7
40,48,167,185,1,0,18
24,35,168,180,0,3,13
24,40,130,260,0,0,2
26,36,175,185,2,3,5
41,68,168,184,0,0,0
18,83,130,260,0,0,11
24,39,130,260,0,0,2
25,30,160,190,0,0,7
30,45,172,182,0,0,22
32,45,172,186,2,0,10
50,60,170,183,1,0,21
45,59,165,190,0,0,0
24,38,130,260,0,0,2
24,38,130,260,0,0,2
35,42,175,186,2,3,27
20,27,162,190,0,0,7
24,40,130,260,0,0,2
32,38,168,175,2,3,27
49,59,168,178,1,0,21
28,45,175,184,2,0,10
18,23,160,190,0,0,7
58,64,165,172,1,0,21
47,52,165,175,2,0,1
42,52,170,178,0,0,0
28,38,173,190,0,0,22
25,32,168,185,2,3,5
59,83,168,188,2,0,15
44,58,168,180,1,0,21
24,29,160,190,0,0,7
25,33,170,185,2,3,5
22,25,160,175,1,3,20
40,48,168,172,1,0,18
24,40,130,260,0,0,2
25,35,170,185,2,3,5
22,24,160,165,0,3,13
34,40,170,180,1,3,8
38,48,173,183,1,1,18
24,41,130,260,0,0,2
42,51,165,190,1,0,18
44,54,170,180,1,0,21
40,50,170,180,1,0,18
24,31,178,183,1,3,20
40,55,165,180,0,0,0
28,36,170,180,0,3,13
24,39,130,260,0,0,2
20,25,175,180,0,0,7
21,26,160,190,0,0,7
30,50,170,190,2,3,27
26,36,170,180,0,0,22
34,43,173,190,2,3,27
29,46,172,185,0,0,22
25,30,175,180,2,3,5
24,58,130,260,0,0,2
24,39,130,260,0,0,2
54,68,165,180,1,0,21
48,58,170,190,2,0,1
21,26,160,190,0,0,7
24,34,167,187,4,3,4
24,34,165,185,0,0,7
33,48,170,185,1,0,18
21,28,171,190,2,0,10
45,55,165,190,0,0,0
45,55,170,190,1,0,21
48,60,176,200,2,0,1
24,28,180,192,2,3,5
29,83,130,260,1,3,26
24,38,130,260,0,0,2
20,25,160,190,0,0,7
24,41,130,260,0,0,2
42,50,170,185,1,0,18
39,45,170,178,0,0,22
55,65,175,180,1,0,21
55,60,172,185,0,0,3
53,59,170,200,2,0,15
38,57,167,180,1,0,18
36,45,170,185,0,0,22
23,46,130,260,0,0,2
23,33,162,182,0,0,7
40,48,165,170,0,0,0
56,66,130,260,2,0,28
24,38,130,260,0,0,2
24,40,130,260,0,0,2
30,40,170,180,0,1,25
47,58,165,185,0,0,0
23,26,168,180,1,3,20
44,55,170,198,0,0,0
50,60,170,183,1,1,21
29,40,168,172,2,3,27
33,45,168,190,1,3,8
30,42,175,190,4,3,4
28,35,170,180,1,3,20
18,83,165,172,0,0,9
24,34,175,189,2,3,5
23,35,173,191,0,3,13
30,40,165,185,0,0,22
28,35,170,180,2,3,5
60,65,165,185,0,0,3
46,55,168,176,1,0,21
54,64,168,188,0,0,3
51,67,168,177,2,0,15
18,83,170,186,2,3,9
48,62,170,178,1,0,21
31,45,165,260,0,0,12
24,39,130,260,0,0,2
45,50,173,185,2,1,1
30,40,172,185,0,0,22
73,80,164,178,1,0,14
20,30,163,183,1,3,20
23,33,165,185,0,0,7
51,65,170,180,2,0,15
28,45,168,185,0,0,22
24,34,167,187,0,0,7
23,83,170,175,2,3,9
60,83,170,190,1,0,14
60,65,173,193,2,1,15
45,58,175,190,2,0,1
21,31,165,185,0,0,7
21,31,175,185,1,3,20
29,40,170,180,2,0,10
24,38,130,260,0,0,2
38,45,173,193,1,1,18
24,34,155,175,0,3,13
35,40,170,180,2,1,10
36,46,170,180,2,1,10
18,83,130,260,0,0,11
20,30,169,192,0,0,7
64,74,170,190,0,0,14
24,29,176,190,2,3,5
27,35,170,180,2,3,5
74,83,168,180,1,0,14
33,37,177,185,2,3,27
42,50,165,172,2,3,27
58,66,170,183,2,0,15
45,50,168,175,0,0,0
25,36,171,260,0,0,12
33,40,172,180,0,0,22
24,41,130,260,0,0,2
37,83,170,186,4,3,4
23,42,155,190,0,0,6
33,45,175,185,2,1,10
49,60,168,180,1,0,21
28,34,175,187,2,3,5
30,39,172,185,0,0,22
45,55,170,180,1,0,21
48,60,170,183,2,0,1
25,35,170,190,0,3,13
50,99,170,180,1,0,14
20,28,175,187,1,0,7
48,60,165,180,1,0,21
29,36,175,189,0,0,22
30,40,175,180,2,3,27
35,45,167,185,0,0,22
40,42,168,178,0,0,22
58,66,170,200,1,0,21
23,28,170,180,2,3,5
25,40,165,185,0,3,13
28,45,172,184,2,1,10
20,30,174,194,0,0,7
64,66,175,180,1,1,14
60,70,172,182,0,1,3
48,54,175,190,1,0,21
28,38,168,178,0,1,25
45,83,130,260,0,0,28
24,26,170,180,1,3,20
18,83,130,260,0,0,11
23,33,174,180,2,0,10
37,45,172,178,2,0,10
57,69,170,188,0,0,3
24,42,130,260,0,0,2
32,40,165,175,1,3,8
25,40,170,180,0,3,13
33,45,173,200,1,0,18
47,59,170,190,0,1,0
24,38,130,260,0,0,2
50,60,168,180,1,0,21
63,71,168,180,0,0,3
46,83,168,180,2,0,15
28,40,165,182,0,3,23
26,32,169,189,0,0,7
22,25,175,185,0,3,13
18,83,170,180,1,3,9
20,30,161,181,0,0,7
24,34,175,195,0,0,22
41,53,172,185,1,1,18
57,68,168,188,2,0,15
58,65,168,180,0,0,3
25,34,175,183,2,3,5
56,64,172,180,1,0,21
34,40,165,220,1,3,8
20,30,161,181,0,0,7
23,33,165,185,2,3,5
38,50,170,180,1,0,18
46,58,170,190,0,0,0
45,58,170,185,2,0,1
40,47,175,182,2,3,27
31,40,172,185,1,0,18
36,43,173,260,0,1,12
23,33,168,178,0,3,13
21,31,171,191,0,0,7
46,55,175,190,0,0,0
30,49,170,260,1,0,12
23,28,161,181,2,3,5
28,42,170,190,2,3,27
23,30,175,183,2,3,5
49,58,172,185,2,0,1
24,28,175,182,2,3,5
50,55,168,175,1,0,21
38,45,170,178,2,1,10
30,45,175,185,2,0,10
24,42,130,260,0,0,2
33,46,174,185,1,0,18
37,50,175,195,2,0,10
24,34,171,191,0,0,7
48,58,170,179,0,0,0
36,48,170,195,2,0,10
22,32,171,191,0,0,7
45,55,165,185,0,0,0
35,47,168,180,1,0,18
30,46,168,180,0,0,22
21,31,170,185,0,3,13
34,48,170,178,2,0,10
34,43,175,185,1,3,8
25,71,130,260,0,0,11
40,55,170,180,2,0,1
51,55,165,175,0,0,0
24,38,130,260,0,0,2
37,50,172,192,0,0,0
47,55,170,190,2,0,1
55,68,171,191,1,0,21
26,35,172,179,2,3,5
28,41,169,183,0,3,23
30,36,170,175,0,0,22
30,40,172,180,1,0,18
55,60,163,178,2,0,15
19,20,175,188,2,3,5
36,45,176,180,0,0,22
35,55,170,187,0,0,0
50,63,170,260,0,0,17
56,60,160,175,0,0,3
22,30,175,186,2,3,5
24,34,170,186,2,3,5
32,40,174,180,1,1,25
25,45,170,185,2,0,10
40,50,170,190,1,0,18
24,39,130,260,0,0,2
28,42,174,193,2,3,27
26,36,161,181,1,3,20
35,50,175,185,1,0,18
29,38,174,180,1,0,18
43,50,170,183,2,0,1
38,46,173,185,2,0,10
24,34,175,195,0,0,22
43,48,170,175,2,1,1
24,38,130,260,0,0,2
30,45,170,185,1,0,18
24,40,130,260,0,0,2
19,23,162,172,0,3,13
35,45,171,191,2,1,10
27,37,170,178,1,3,20
30,40,175,185,2,3,27
40,50,170,178,1,0,18
38,40,170,194,1,0,18
60,68,173,188,0,0,3
18,83,130,260,0,0,11
35,42,175,195,2,1,10
50,65,172,190,0,0,3
25,35,175,195,0,0,22
24,40,130,260,0,0,2
25,35,178,198,2,3,5
28,43,166,186,1,3,8
38,48,170,180,1,0,18
38,50,168,188,0,0,0
40,55,170,188,1,0,18
37,48,168,197,0,0,0
25,35,165,185,2,3,5
42,60,170,190,1,0,21
23,45,160,190,0,0,6
24,40,130,260,0,0,2
25,83,166,260,0,0,17
22,63,130,260,0,0,11
28,35,170,180,2,3,5
21,27,176,183,2,3,5
57,68,168,180,0,0,3
18,83,130,260,0,0,11
32,42,165,185,0,0,22
37,48,172,185,2,0,10
34,45,175,185,2,1,10
24,39,130,260,0,0,2
53,60,168,178,1,0,21
40,65,165,181,0,0,0
38,53,173,190,1,0,18
34,48,170,185,1,0,18
52,62,174,182,0,0,3
33,45,170,200,2,1,10
21,26,175,185,2,3,5
27,34,173,180,0,3,13
37,41,172,180,2,3,27
35,45,170,185,2,0,10
40,50,168,188,2,0,1
24,33,175,187,4,3,4
37,50,168,179,0,0,0
22,25,178,185,2,3,5
28,39,172,180,1,3,8
45,59,166,186,0,0,0
63,70,170,180,1,0,14
50,65,170,260,1,0,17
48,55,168,180,0,2,0
33,43,176,185,0,1,25
25,35,168,188,0,0,7
22,27,160,190,0,0,7
25,32,175,185,2,3,5
46,54,174,190,2,0,1
31,40,170,180,2,3,27
62,68,170,182,1,0,14
24,38,130,260,0,0,2
24,42,130,260,0,0,2
30,45,170,178,0,0,22
45,56,170,187,1,0,21
22,27,160,190,0,0,7
24,39,130,260,0,0,2
25,35,175,186,0,0,22
23,29,176,186,0,3,13
30,60,168,178,0,0,0
24,34,165,185,0,3,13
35,47,174,190,1,0,18
24,39,130,260,0,0,2
24,41,130,260,0,0,2
55,60,174,180,1,0,21
38,48,175,182,2,0,10
68,75,172,190,0,0,14
64,70,170,180,1,1,14
36,46,178,190,2,0,10
43,55,165,182,1,1,18
26,27,176,186,1,3,20
36,42,172,185,2,0,10
23,33,173,193,2,3,5
31,45,171,181,0,0,22
46,83,170,260,1,0,17
21,31,168,188,0,0,7
58,66,172,181,2,0,15
25,30,160,190,0,0,7
50,60,172,180,0,0,3
21,31,174,190,2,3,5
50,64,174,185,1,0,21
22,27,175,180,2,3,5
22,27,160,190,0,0,7
29,49,168,201,2,0,10
40,49,165,180,4,1,16
35,55,170,175,1,0,18
44,50,170,190,2,0,1
26,36,170,190,0,0,22
39,57,163,177,2,0,1
31,48,172,185,1,3,8
23,42,155,190,0,0,6
33,42,175,186,2,1,10
50,56,170,180,0,0,0
42,52,170,175,1,0,18
42,55,170,185,1,0,18
34,45,175,190,1,3,8
38,48,175,188,2,0,10
33,39,170,180,2,3,27
35,48,173,193,2,0,10
27,39,165,180,0,2,13
46,50,164,177,0,0,0
35,45,165,185,2,3,27
32,38,178,185,2,0,10
23,32,181,195,1,3,20
51,60,170,188,1,0,21
24,42,130,260,0,0,2
25,35,172,189,0,3,13
24,38,130,260,0,0,2
64,75,168,260,0,0,17
24,38,130,260,0,0,2
37,42,170,187,1,3,8
23,33,165,185,0,3,13
22,28,170,185,1,3,20
18,83,130,260,0,3,26
25,32,170,178,1,3,20
21,31,171,181,0,0,7
27,32,177,190,2,3,5
62,70,173,183,0,0,3
34,40,175,188,2,3,27
23,33,165,185,1,3,20
24,28,175,185,0,3,13
35,45,170,180,1,1,25
42,58,160,190,0,0,0
28,40,172,192,2,3,27
40,50,170,185,2,0,1
18,83,170,190,2,0,9
39,45,170,185,2,0,10
27,37,163,183,1,3,20
35,45,170,185,1,0,18
55,65,168,180,1,0,21
43,55,175,194,1,0,18
45,58,130,260,2,1,28
22,32,169,189,0,0,7
55,65,170,180,1,2,21
23,28,175,185,1,3,20
73,78,169,180,1,1,14
50,58,173,177,1,0,21
18,83,180,200,0,3,9
36,45,170,180,2,1,10
35,40,170,178,1,1,25
24,40,130,260,0,0,2
31,46,170,185,1,3,8
25,35,167,187,0,0,7
22,32,165,185,0,0,7
24,34,175,195,0,0,22
45,58,168,190,0,0,0
22,30,171,191,2,3,5
38,45,175,190,0,3,23
24,38,130,260,0,0,2
25,35,167,187,0,0,7
24,41,130,260,0,0,2
24,29,175,185,2,3,5
22,23,181,260,0,3,24
51,58,172,185,2,0,1
22,26,173,180,1,3,20
55,65,165,185,1,1,21
28,38,170,175,2,3,27
35,42,168,178,0,0,22
23,42,155,190,0,0,6
25,35,175,183,1,3,20
37,49,170,180,1,0,18
24,42,130,260,0,0,2
31,37,175,190,2,3,27
35,41,175,260,0,3,24
25,35,175,199,2,3,5
55,67,168,185,1,1,21
35,45,178,189,0,0,22
58,68,170,190,0,0,3
27,34,175,185,0,3,13
20,35,170,185,2,0,10
22,32,161,181,0,0,7
38,43,173,193,2,1,10
26,30,173,175,0,3,13
22,30,170,185,1,3,20
33,49,168,188,2,0,10
35,45,170,180,0,0,22
60,70,170,185,1,0,14
22,32,178,187,0,0,7
33,38,175,185,1,0,18
37,42,168,188,0,0,22
18,83,170,190,2,0,9
24,39,130,260,0,0,2
23,30,170,178,2,3,5
38,45,170,182,1,0,18
27,35,170,180,0,3,13
38,48,168,176,1,1,18
25,35,164,184,0,3,13
35,50,172,187,1,1,18
28,32,172,175,0,3,13
22,32,170,185,2,3,5
32,40,170,185,1,0,18
25,29,175,183,2,3,5
32,39,175,200,2,3,27
58,74,169,187,2,0,15
32,43,168,190,2,3,27
20,35,170,197,2,0,10
45,60,165,175,0,0,0
40,50,170,180,2,1,1
70,75,170,180,1,2,14
24,39,130,260,0,0,2
40,50,172,192,0,0,0
27,30,170,180,2,3,5
35,48,168,190,0,0,22
33,43,172,179,0,0,22
26,35,178,188,2,3,5
38,43,173,183,2,3,27
23,28,172,190,1,3,20
78,83,168,180,1,0,14
32,40,165,185,2,3,27
41,50,172,180,2,0,1
40,48,170,175,2,1,10
27,45,172,192,0,0,22
24,41,130,260,0,0,2
50,60,173,183,0,0,3
25,31,170,181,1,3,20
31,43,170,183,1,0,18
26,29,175,185,0,3,13
24,39,130,260,0,0,2
50,65,165,180,0,0,3
25,31,180,190,2,3,5
31,53,170,194,2,0,10
48,61,158,181,0,0,0
50,58,170,190,1,0,21
23,25,172,180,1,3,20
35,48,172,190,2,3,27
32,37,175,185,1,1,25
49,58,165,190,0,0,0
44,54,168,190,0,0,0
22,32,172,185,2,3,5
23,33,173,183,2,3,5
24,34,171,183,2,0,10
65,83,130,260,0,0,28
32,40,168,175,1,3,8
30,39,170,185,1,3,8
37,45,170,185,0,0,22
33,46,130,260,0,0,2
67,74,165,175,0,2,14
