 
"key: uid, value: 1309796","key: education, value: 本科","key: height, value: 167","key: car, value: 暂未购车","key: income, value: None","key: house, value: 暂未购房","key: weight, value: 59公斤","key: constellation, value: 处女座","key: nationality, value: 汉族","key: zodiac, value: 龙","key: blood, value: B型","key: criterias_age, value: 43-52岁之间","key: criterias_height, value: 175厘米或以上","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科","key: criterias_marriage, value: 不限","key: criterias_location, value:  北京","key: nickname, value: 十一eleven","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 朝阳","key: image, value: https://at4.jyimg.com/72/9e/15f0f70eda690df7432cea315328/15f0f70ed_11_avatar_p.jpg","key: randTag, value:  未婚  本科 ","key: randListTag, value:  属龙  167cm  59公斤  本科 ","key: shortnote, value: 不需要所谓的成功，但希望你热爱工作与生活，因为我是热爱工作的人，希望我门共同进步，三观一致，毕竟我这个年纪已经感受到时间太少，希望我门可以珍惜时间与彼次......"
"key: uid, value: 1383804","key: education, value: 大专","key: height, value: 163","key: car, value: 已经购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 54公斤","key: constellation, value: 天蝎座","key: nationality, value: 汉族","key: zodiac, value: 猪","key: blood, value: O型","key: criterias_age, value: 47-53岁之间","key: criterias_height, value: 168-178厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科","key: criterias_marriage, value: 不限","key: criterias_location, value:  四川成都","key: nickname, value: 此情可待女","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 成都","key: image, value: https://at4.jyimg.com/bc/33/c61cd03d82004fc67aq091b15070/c61cd03d8_15_avatar_p.jpg","key: randTag, value:  163cm  汉族 ","key: randListTag, value:  有车  有房  54公斤  天蝎座 ","key: shortnote, value: 真诚、善良、懂事、细心、体贴、重情、专一的我多年来一直想寻找一个爱我的和我爱的人。建立一个属于自已温馨的家，能相互关心、相互体贴、携手走完人生。就象赵永华一首歌里唱的一样“我能想到…"
"key: uid, value: 1399250","key: education, value: 本科","key: height, value: 160","key: car, value: --","key: income, value: None","key: house, value: --","key: weight, value: --","key: constellation, value: 处女座","key: nationality, value: --","key: zodiac, value: 兔","key: blood, value: --","key: criterias_age, value: 20-24岁之间","key: criterias_height, value: 175-185厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 未婚","key: criterias_location, value:  吉林长春","key: nickname, value: 飘渺痕迹","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 长春","key: image, value: https://at2.jyimg.com/57/9f/9ee1c4199ff210258732b471e6cd/9ee1c4199_1_avatar_p.jpg","key: randTag, value:  属兔  160cm ","key: randListTag, value:  属兔  160cm  未婚  本科 ","key: shortnote, value: 爱情就像拔河，一方松手，另一方就会受伤~
我们伸手可触的幸福，只因我们自己的沉默，而被拒之为千里之外~"
"key: uid, value: 1343938","key: education, value: 本科","key: height, value: 175","key: car, value: --","key: income, value: None","key: house, value: --","key: weight, value: --","key: constellation, value: 狮子座","key: nationality, value: --","key: zodiac, value: 猪","key: blood, value: --","key: criterias_age, value: 23-42岁之间","key: criterias_height, value: 155-190厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  不限","key: nickname, value: morgang","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 辽源","key: image, value: https://at4.jyimg.com/7a/02/367078ac83ffdac52ca24820dcec/367078ac8_1_avatar_p.jpg","key: randTag, value:  属猪  本科 ","key: randListTag, value:  属猪  未婚  本科  狮子座 ","key: shortnote, value: 寻寻觅觅，有缘人。爱人是路，人生路只有一条，我的路口在哪里？"
"key: uid, value: 1250923","key: education, value: 本科","key: height, value: 160","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 47公斤","key: constellation, value: 双鱼座","key: nationality, value: 汉族","key: zodiac, value: 狗","key: blood, value: O型","key: criterias_age, value: 30-50岁之间","key: criterias_height, value: 175-180厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科或以上","key: criterias_marriage, value: 不限","key: criterias_location, value:  不限","key: nickname, value: 云天6666","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 河北","key: image, value: https://at3.jyimg.com/68/ee/286e21b182639123aaq2793f2ff8/286e21b18_1_avatar_p.jpg","key: randTag, value:  汉族  O型血 ","key: randListTag, value:  有房  汉族  未婚  双鱼座 ","key: shortnote, value: 世界这么大，想找个我惦记的，也惦记我的人，怎么就这么难？  祈祷！..."
"key: uid, value: 1299949","key: education, value: 本科","key: height, value: 160","key: car, value: 已经购车","key: income, value: None","key: house, value: 暂未购房","key: weight, value: 50公斤","key: constellation, value: 白羊座","key: nationality, value: 汉族","key: zodiac, value: 鸡","key: blood, value: B型","key: criterias_age, value: 36-45岁之间","key: criterias_height, value: 170-180厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 未婚、离异","key: criterias_location, value:  上海","key: nickname, value: 佳缘会员","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 合肥","key: image, value: https://at4.jyimg.com/38/a9/14cd420fb890f5784ffce3691239/14cd420fb_10_avatar_p.jpg","key: randTag, value:  本科  B型血 ","key: randListTag, value:  160cm  未婚  本科  B型血 ","key: shortnote, value: 白茶清欢无别事，我在等风也等你！非诚勿扰，谢谢！..."
"key: uid, value: 1276683","key: education, value: 本科","key: height, value: 164","key: car, value: 暂未购车","key: income, value: None","key: house, value: 暂未购房","key: weight, value: 51公斤","key: constellation, value: 处女座","key: nationality, value: 汉族","key: zodiac, value: 狗","key: blood, value: A型","key: criterias_age, value: 30-35岁之间","key: criterias_height, value: 168-190厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 大专或以上","key: criterias_marriage, value: 未婚","key: criterias_location, value:  不限","key: nickname, value: zippy_li","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 湛江","key: image, value: https://at3.jyimg.com/af/2f/b9a54fae6d7741222ca72c897423/b9a54fae6_avatar_p.jpg","key: randTag, value:  164cm  未婚 ","key: randListTag, value:  汉族  未婚  本科  A型血 ","key: shortnote, value: 一个普通的人，生活很简单，每天做自己喜欢的工作，业余时间我喜欢爬山，摄影，看书，听音乐。    不喜欢抽烟的人,不喜欢西装革履的人,不喜欢自狂的人（除非这个人能让我喜欢上他）。  …"
"key: uid, value: 305413936","key: education, value: 硕士","key: height, value: 165","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购房","key: weight, value: 49公斤","key: constellation, value: 狮子座","key: nationality, value: 汉族","key: zodiac, value: 龙","key: blood, value: O型","key: criterias_age, value: 31-43岁之间","key: criterias_height, value: 130-260厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  上海","key: nickname, value: 2022欣然","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 徐汇","key: image, value: https://at3.jyimg.com/ea/68/3a0928453676b9097f2f0f9f231c/3a0928453_1_avatar_p.jpg","key: randTag, value:  属龙  165cm ","key: randListTag, value:  49公斤  汉族  硕士  狮子座 ","key: shortnote, value: 我是一个细心,文静,简单,孝顺的人 。本人真心找结婚对象，  从事教师职业， 家住徐汇， 父母都退休， 父亲国企，妈妈是老师退休，..."
"key: uid, value: 1326807","key: education, value: 大专","key: height, value: 158","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 70公斤","key: constellation, value: 狮子座","key: nationality, value: 汉族","key: zodiac, value: 鸡","key: blood, value: O型","key: criterias_age, value: 不限","key: criterias_height, value: 不限","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  不限","key: nickname, value: 小溪水的寻索","key: sex, value: 女","key: marriage, value: 离异","key: work_location, value: 烟台","key: image, value: https://at1.jyimg.com/03/d8/f04beeb9cff87d4a3f107b7c69bf/f04beeb9c_6_avatar_p.jpg","key: randTag, value:  70公斤  O型血 ","key: randListTag, value:  70公斤  汉族  大专  O型血 ","key: shortnote, value: 特别说明：大家好，有人给我写信说我是骗子，第一我想问你，我骗你什么啦！钱吗？没有！感情吗？没有！你看见过我本人了吗？没有！你脑袋让驴踢了吗？凭什么说我骗人？你说是漂亮！！！假的骗了…"
"key: uid, value: 1372878","key: education, value: 高中中专及以下","key: height, value: 162","key: car, value: 暂未购车","key: income, value: None","key: house, value: 独自租房","key: weight, value: 53公斤","key: constellation, value: 处女座","key: nationality, value: 汉族","key: zodiac, value: 虎","key: blood, value: B型","key: criterias_age, value: 27-37岁之间","key: criterias_height, value: 170-180厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  广东","key: nickname, value: 等待真爱","key: sex, value: 女","key: marriage, value: 离异","key: work_location, value: 肇庆","key: image, value: https://at4.jyimg.com/be/d0/da4c692770aff9db9e040015fed4/da4c69277_9_avatar_p.jpg","key: randTag, value:  租房  162cm ","key: randListTag, value:  属虎  162cm  汉族  中专 ","key: shortnote, value: 我是一个性格开朗，善良，勤劳，会做家务，会做饭的女孩！ 想找一个合眼缘，人品好，努力拼搏于事业的顾家好男人！并希望他疼爱我，一起开开心心地过着幸福的生活！会是你吗？我会一直在这里等…"

"key: uid, value: 256686643","key: education, value: 本科","key: height, value: 166","key: car, value: 暂未购车","key: income, value: None","key: house, value: 与父母同住","key: weight, value: 60公斤","key: constellation, value: 天秤座","key: nationality, value: 汉族","key: zodiac, value: 狗","key: blood, value: B型","key: criterias_age, value: 37-45岁之间 <font color=""#848284"">*</font>","key: criterias_height, value: 168-180厘米 <font color=""#848284"">*</font>","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  贵州贵阳 <font color=""#848284"">*</font>","key: nickname, value: 静雯","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 贵阳","key: image, value: https://at1.jyimg.com/cb/b2/6f8880284770112500b9a8118879/6f8880284_1_avatar_p.jpg","key: randTag, value:  属狗  天秤座 ","key: randListTag, value:  属狗  未婚  本科  B型血 ","key: shortnote, value: 《有一种高度叫做境界》这本书中有一句话：“清高是一种境界，淡泊是一种境界，脱俗是一种境界，随缘也是一种境界，而无私奉献更是一种难得的境界。”......"
"key: uid, value: 163409291","key: education, value: 本科","key: height, value: 164","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购房","key: weight, value: 50公斤","key: constellation, value: 天秤座","key: nationality, value: 汉族","key: zodiac, value: 龙","key: blood, value: A型","key: criterias_age, value: 31-35岁之间","key: criterias_height, value: 174-182厘米 <font color=""#848284"">*</font>","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科","key: criterias_marriage, value: 未婚","key: criterias_location, value:  上海","key: nickname, value: Ailsa","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 浦东新区","key: image, value: https://at3.jyimg.com/2a/59/d871c986e6055980482a2806e56d/d871c986e_2_avatar_p.jpg","key: randTag, value:  未婚  A型血 ","key: randListTag, value:  属龙  50公斤  未婚  A型血 ","key: shortnote, value: 请看完独白再来信哟~~
我内敛又不失大气，懂事又不失情趣。上外毕业，10年韩国交换生一年，18年4月公司派出国研修三个月，从11年毕业到现在一直在这家企业工作，未来5年还会在这里。…"
"key: uid, value: 300808457","key: education, value: 本科","key: height, value: 160","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购房","key: weight, value: 50公斤","key: constellation, value: 白羊座","key: nationality, value: 汉族","key: zodiac, value: 兔","key: blood, value: O型","key: criterias_age, value: 32-43岁之间","key: criterias_height, value: 170厘米或以上","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科","key: criterias_marriage, value: 不限","key: criterias_location, value:  北京","key: nickname, value: 相逢","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 朝阳","key: image, value: https://at3.jyimg.com/e1/37/c213e50130b35794a63ae82b0c55/c213e5013_2_avatar_p.jpg","key: randTag, value:  未婚  O型血 ","key: randListTag, value:  属兔  50公斤  未婚  本科 ","key: shortnote, value: 我喜欢聪明而厚情的性情中人，有气质，有独立思考能力

关于我
热爱生活，做得一手美食～喜欢游泳，射箭等运动～
愿意认真了解和理解自己喜欢的人，希望可以遇见相互懂得与相互欣赏的人，过…"
"key: uid, value: 203589065","key: education, value: 本科","key: height, value: 170","key: car, value: 已经购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 56公斤","key: constellation, value: 天蝎座","key: nationality, value: 汉族","key: zodiac, value: 猪","key: blood, value: O型","key: criterias_age, value: 35-43岁之间 <font color=""#848284"">*</font>","key: criterias_height, value: 170-195厘米 <font color=""#848284"">*</font>","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科 <font color=""#848284"">*</font>","key: criterias_marriage, value: 不限","key: criterias_location, value:  不限","key: nickname, value: 清然","key: sex, value: 女","key: marriage, value: 离异","key: work_location, value: 镇江","key: image, value: https://at2.jyimg.com/5f/38/f58a25e125ca952bf386b694a3b7/f58a25e12_8_avatar_p.jpg","key: randTag, value:  170cm  本科 ","key: randListTag, value:  有车  有房  属猪  本科 ","key: shortnote, value: 幸福是要靠自己争取的！我自信是温柔善良、清秀贤惠的类型。若您能耐心往下看，也许会收获几分惊喜。
一、信息补充：本人有些不上相。身高、学历、工作等具体信息均属实。事业正在稳定上升期，…"
"key: uid, value: 1573385","key: education, value: 本科","key: height, value: 164","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 55公斤","key: constellation, value: 巨蟹座","key: nationality, value: 汉族","key: zodiac, value: 狗","key: blood, value: AB型","key: criterias_age, value: 60-66岁之间","key: criterias_height, value: 172-185厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 大专或以上","key: criterias_marriage, value: 不限","key: criterias_location, value:  不限","key: nickname, value: 馨兰x","key: sex, value: 女","key: marriage, value: 离异","key: work_location, value: 西安","key: image, value: https://at2.jyimg.com/d3/0a/757efaa82ab6f122bd28b53b1257/757efaa82_3_avatar_p.jpg","key: randTag, value:  有房  55公斤 ","key: randListTag, value:  有房  属狗  汉族  本科 ","key: shortnote, value: 来这里这么多年，一直期待能遇上那个对的人。不知道命运能否安排我在今生结束这场寻觅的孤旅。        我对感情是这么理解的谈恋爱是靠感觉，感觉好了就有了爱的冲动，当有了爱的冲动就…"
"key: uid, value: 1507524","key: education, value: 本科","key: height, value: 176","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购房","key: weight, value: 60公斤","key: constellation, value: 天秤座","key: nationality, value: 汉族","key: zodiac, value: 猪","key: blood, value: AB型","key: criterias_age, value: 33-45岁之间","key: criterias_height, value: 176-188厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  新疆乌鲁木齐","key: nickname, value: 零星的爱","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 乌鲁木齐","key: image, value: https://at1.jyimg.com/04/2b/5c77f741d733acf5573564ecc8ea/5c77f741d_1_avatar_p.jpg","key: randTag, value:  属猪  AB型血 ","key: randListTag, value:  60公斤  本科  AB型血  天秤座 ","key: shortnote, value: 不敢相信自己一下就活到了一个尴尬的年龄，之前有过一段时间很长的感情，因为一直比较追求安逸所以回头看看大概是自己掉队了，现在的生活自律而简单，没有太多社交，独处时会用很多小爱好填充自…"
"key: uid, value: 1634346","key: education, value: 本科","key: height, value: 166","key: car, value: 已经购车","key: income, value: None","key: house, value: 与父母同住","key: weight, value: 45公斤","key: constellation, value: 天蝎座","key: nationality, value: 汉族","key: zodiac, value: 鼠","key: blood, value: B型","key: criterias_age, value: 42-48岁之间","key: criterias_height, value: 173-190厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科","key: criterias_marriage, value: 不限","key: criterias_location, value:  北京","key: nickname, value: yoyo_1984","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 朝阳","key: image, value: https://at2.jyimg.com/95/43/644e514456cfd4fd28f6db0ca997/644e51445_avatar_p.jpg","key: randTag, value:  有房  汉族 ","key: randListTag, value:  有房  45公斤  本科  B型血 ","key: shortnote, value: 如果您不想结婚，请离我远些
如果您的事业还不够稳定，请离我远些
如果您带有“色”眼镜，请离我远些
如果您对艺术有偏见，请离我远些
如果您身材发福，请离我远些
如果您喜欢去夜场，请离…"
"key: uid, value: 1437490","key: education, value: 双学士","key: height, value: 166","key: car, value: --","key: income, value: None","key: house, value: --","key: weight, value: --","key: constellation, value: 巨蟹座","key: nationality, value: --","key: zodiac, value: 牛","key: blood, value: --","key: criterias_age, value: 不限","key: criterias_height, value: 不限","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  不限","key: nickname, value: angel1985718","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 浦东新区","key: image, value: https://at4.jyimg.com/f4/ab/851abe99a9b1f652cf0150370b84/851abe99a_1_avatar_p.jpg","key: randTag, value:  166cm  双学士 ","key: randListTag, value:  属牛  166cm  未婚  双学士 ","key: shortnote, value: 我的世界一直很单纯,我希望它可以继续单纯!
我热爱生命,所以,我希望生命平凡快乐!
我享受点滴,所以,我的生活都是乐趣!
我很爱笑,所以我推崇快…"
"key: uid, value: 1477849","key: education, value: 大专","key: height, value: 158","key: car, value: 暂未购车","key: income, value: None","key: house, value: 独自租房","key: weight, value: 50公斤","key: constellation, value: 处女座","key: nationality, value: 汉族","key: zodiac, value: 鼠","key: blood, value: O型","key: criterias_age, value: 47-55岁之间","key: criterias_height, value: 170-185厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科","key: criterias_marriage, value: 未婚、离异","key: criterias_location, value:  不限","key: nickname, value: 月夜我独行","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 深圳","key: image, value: https://at3.jyimg.com/e5/8e/88225bb9f15301f5729205fac1e6/88225bb9f_5_avatar_p.jpg","key: randTag, value:  158cm  大专 ","key: randListTag, value:  租房  属鼠  158cm  50公斤 ","key: shortnote, value: 不见鹿，不见鲸，也不见你 盼鹿踏雾而来，鲸随浪涌起，余生终遇你…… 从未在世纪佳缘主动发信给任何异性，如果有收到，那是佳缘系统发送的，非本人发送 如果你给某人发信息 但是没有收到回…"
"key: uid, value: 305413936","key: education, value: 硕士","key: height, value: 165","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购房","key: weight, value: 49公斤","key: constellation, value: 狮子座","key: nationality, value: 汉族","key: zodiac, value: 龙","key: blood, value: O型","key: criterias_age, value: 31-43岁之间","key: criterias_height, value: 130-260厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  上海","key: nickname, value: 2022欣然","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 徐汇","key: image, value: https://at3.jyimg.com/ea/68/3a0928453676b9097f2f0f9f231c/3a0928453_1_avatar_p.jpg","key: randTag, value:  165cm  汉族 ","key: randListTag, value:  49公斤  未婚  硕士  狮子座 ","key: shortnote, value: 我是一个细心,文静,简单,孝顺的人 。本人真心找结婚对象，  从事教师职业， 家住徐汇， 父母都退休， 父亲国企，妈妈是老师退休，..."
"key: uid, value: 1611730","key: education, value: 大专","key: height, value: 168","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 60公斤","key: constellation, value: 摩羯座","key: nationality, value: 汉族","key: zodiac, value: 猴","key: blood, value: --","key: criterias_age, value: 50岁或以上","key: criterias_height, value: 173-190厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  广东广州","key: nickname, value: LUCYHUO","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 广州","key: image, value: https://at1.jyimg.com/4e/14/0cf011c12b850ed7ca4dabb08c67/0cf011c12_1_avatar_p.jpg","key: randTag, value:  属猴  未婚 ","key: randListTag, value:  属猴  未婚  大专  魔羯座 ","key: shortnote, value: 世上有很多事可以求，唯缘分难求。茫茫人海，浮华世界，又有多少人能寻觅到自己最完美的归属，又有多少人在擦肩而过中错失了最好的机缘。或者又有多少人有着正确的选择,却站在了错误的时间和地…"
"key: uid, value: 1547397","key: education, value: 大专","key: height, value: 160","key: car, value: 已购车（经济型）","key: income, value: None","key: house, value: 与父母同住","key: weight, value: 52公斤","key: constellation, value: 双子座","key: nationality, value: 汉族","key: zodiac, value: 猪","key: blood, value: A型","key: criterias_age, value: 40-50岁之间","key: criterias_height, value: 170-186厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 大专","key: criterias_marriage, value: 离异","key: criterias_location, value:  湖南长沙","key: nickname, value: 笑而不语","key: sex, value: 女","key: marriage, value: 离异","key: work_location, value: 长沙","key: image, value: https://at3.jyimg.com/aq/0a/157469960f42dffd061343f68983/157469960_3_avatar_p.jpg","key: randTag, value:  52公斤  大专 ","key: randListTag, value:  有房  160cm  52公斤  双子座 ","key: shortnote, value: 婚姻是勤劳者的福利，是懒惰者的枷锁，是堕落者的镣铐，是愉乐者的救命草，是浪子回归的家园，是芸芸众生者的心灵归属。我想与你一同找寻这…..."
"key: uid, value: 1484577","key: education, value: 大专","key: height, value: 164","key: car, value: 已经购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 50公斤","key: constellation, value: 射手座","key: nationality, value: 汉族","key: zodiac, value: 虎","key: blood, value: B型","key: criterias_age, value: 45-55岁之间","key: criterias_height, value: 165-190厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 离异","key: criterias_location, value:  不限","key: nickname, value: 漂泊的云1122","key: sex, value: 女","key: marriage, value: 离异","key: work_location, value: 沈阳","key: image, value: https://at1.jyimg.com/c6/bf/90d7eb60ff436d17eb1fb93f1a4a/90d7eb60f_10_avatar_p.jpg","key: randTag, value:  164cm  汉族 ","key: randListTag, value:  有房  属虎  50公斤  B型血 ","key: shortnote, value: 我是一位中医姐姐，自己经营中医门诊，非物质文化遗产传承人，军人世家，当过兵，扛过枪，上过军校，目前回归家里的祖传中医技术，不求大富大贵，只求幸福快乐......"
"key: uid, value: 1629636","key: education, value: 本科","key: height, value: 160","key: car, value: 暂未购车","key: income, value: None","key: house, value: 暂未购房","key: weight, value: 50公斤","key: constellation, value: 天秤座","key: nationality, value: 汉族","key: zodiac, value: 羊","key: blood, value: 保密","key: criterias_age, value: 30-46岁之间","key: criterias_height, value: 172-180厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科或以上","key: criterias_marriage, value: 未婚","key: criterias_location, value:  福建厦门","key: nickname, value: 洛蘅","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 厦门","key: image, value: https://at2.jyimg.com/10/07/54da7654977bb1ebedeb956386af/54da76549_1_avatar_p.jpg","key: randTag, value:  50公斤  天秤座 ","key: randListTag, value:  属羊  160cm  汉族  未婚 ","key: shortnote, value: 你的笑颜，    如一道清泉，    流动清澈的情缘，    漂洗我心的蜜甜，    触动我情的涅槃，    爱你是我最大的选择权，    永远是不变的宣言。。。..."
"key: uid, value: 1544203","key: education, value: 本科","key: height, value: 161","key: car, value: 暂未购车","key: income, value: None","key: house, value: 与人合租","key: weight, value: 46公斤","key: constellation, value: 处女座","key: nationality, value: 回族","key: zodiac, value: 鼠","key: blood, value: B型","key: criterias_age, value: 22-35岁之间","key: criterias_height, value: 175-190厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 未婚","key: criterias_location, value:  不限","key: nickname, value: 秘密的名字","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 哈尔滨","key: image, value: https://at1.jyimg.com/c5/b4/2e71a2227648ea603a1ccb583813/2e71a2227_1_avatar_p.jpg","key: randTag, value:  本科  处女座 ","key: randListTag, value:  租房  属鼠  回族  B型血 ","key: shortnote, value: 可以这么说 我是个表里不一的人 外表是个很笨狠傻得还很天真的人 天天快乐无忧无虑的人 但实际内心却不一样 没有人发现到这一点 没有人去留…"
"key: uid, value: 1560238","key: education, value: 本科","key: height, value: 156","key: car, value: 暂未购车","key: income, value: None","key: house, value: 暂未购房","key: weight, value: 48公斤","key: constellation, value: 白羊座","key: nationality, value: 汉族","key: zodiac, value: 狗","key: blood, value: B型","key: criterias_age, value: 40-56岁之间 <font color=""#848284"">*</font>","key: criterias_height, value: 170-226厘米 <font color=""#848284"">*</font>","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  四川 <font color=""#848284"">*</font>","key: nickname, value: 伤心梅花","key: sex, value: 女","key: marriage, value: 离异","key: work_location, value: 德阳","key: image, value: https://at3.jyimg.com/a1/09/eb340166492f7df01088c889f53e/eb3401664_avatar_p.jpg","key: randTag, value:  本科  B型血 ","key: randListTag, value:  48公斤  本科  B型血  白羊座 ","key: shortnote, value: 我是基层干部，一个真心真意和你过日子的小女人，我不是天上的太阳，但是我会做你身边的一盏灯，熬尽心血，伴你一生！..."
"key: uid, value: 1609266","key: education, value: 大专","key: height, value: 158","key: car, value: 暂未购车","key: income, value: None","key: house, value: 暂未购房","key: weight, value: 50公斤","key: constellation, value: 天蝎座","key: nationality, value: 汉族","key: zodiac, value: 狗","key: blood, value: O型","key: criterias_age, value: 50-59岁之间","key: criterias_height, value: 168-178厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科","key: criterias_marriage, value: 不限","key: criterias_location, value:  广西","key: nickname, value: 珠联璧合长长久久","key: sex, value: 女","key: marriage, value: 未婚","key: work_location, value: 南宁","key: image, value: https://at3.jyimg.com/a6/b9/8625aqcb9570582f1a759714beaf/8625adcb9_1_avatar_p.jpg","key: randTag, value:  属狗  未婚 ","key: randListTag, value:  50公斤  汉族  大专  O型血 ","key: shortnote, value: 珍惜一个懂你的人     真爱，便要找一个懂你的人，    这个也许并不是十全十美。    但因为他懂你，所以，你就认为他是十全十美的，    就是这么一个懂字.    懂是什么？…"
"key: uid, value: 1445620","key: education, value: 大专","key: height, value: 165","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 56公斤","key: constellation, value: 双鱼座","key: nationality, value: 汉族","key: zodiac, value: 虎","key: blood, value: AB型","key: criterias_age, value: 38-47岁之间","key: criterias_height, value: 175-190厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 高中中专及以下","key: criterias_marriage, value: 未婚、离异","key: criterias_location, value:  河南安阳","key: nickname, value: woshiwish","key: sex, value: 女","key: marriage, value: 离异","key: work_location, value: 安阳","key: image, value: https://at2.jyimg.com/d9/7d/83ccfd925941ca7c9a5d046b257b/83ccfd925_1_avatar_p.jpg","key: randTag, value:  有房  165cm ","key: randListTag, value:  165cm  汉族  大专  双鱼座 ","key: shortnote, value: 我曾经有一段好几年一直走不出的感情经历，现在终于走出来了。我希望能快点找到属于我的缘分。    我有一个女儿，17岁了，跟我。    我在深圳曾生活了8年，因此有南方生活经历的也合…"
